cust_id,full_name,email,phone,region,state,segment,join_date,status,is_active,customer_age
CUST-255,Kelsey Cox,brownamy@example.net,(818) 499 - 2618,Central,TX,B2C,2021-02-08,Inactive,NO,28
CUST-709,Jeff Smith,pbradford@example.net,7381649383,North,NC,B2C,07-Jun-2023,Active,True,74
CUST-820,Nathan Miller,swilson@example.com,440-642 - 4295,West,FL,B2C,28-May-2026,Active,YES,30
CUST-222,Mr. Alexander Landry MD,,,West,,,05/19/2024,Inactive,0,49
CUST-236,Todd Hendrix,,,East,,,2025-02-26,Active,YES,39
CUST-495,Jennifer Bailey,elizabethrivera@example.com,+16494856257,South,NC,Guest,2023-12-13,Inactive,False,23
CUST-523,Jesse Williams,,,South,,,09/17/2023,Active,True,24
CUST-297,Jill Juarez,,,East,,,15-Jun-2020,Active,YES,67
CUST-581,Joyce Curry,omills@example.net,(767) 243 - 8070,North,WA,B2C,01-Dec-2021,Inactive,NO,33
CUST-959,Justin Glover,ashley71@example.net,(310) 633 - 0165,Central,FL,B2C,04/10/2021,Active,YES,29
CUST-250,David Molina,kevin90@example.com,329-666 - 6760,North,NC,B2B,2020-06-20,Active,YES,24
CUST-600,Jessica Lee,ihoward@example.com,4439920116,West,AZ,B2C,14-May-2023,Churned,False,33
CUST-448,Terry Burnett,perezjessica@example.org,6947873002,East,IL,Guest,01/05/2022,Inactive,0,51
CUST-072,Michael Elliott,stevenscott@example.com,485-884 - 2474,East,CO,B2B,06/10/2022,Churned,False,60
CUST-095,Samantha Jones,lauralarson@example.net,+12581477005,East,TX,B2C,04-Sep-2021,Churned,False,999
CUST-034,Taylor Harris,john62@example.net,5172788957,Central,MA,B2C,03/21/2025,Active,1,55
CUST-260,Jason Mack,ybrooks@example.com,9621202169,West,CO,B2C,04-Jun-2024,Active,1,44
CUST-205,David Griffin,heather73@example.org,7365419518,North,NY,B2B,05/30/2021,Active,YES,70
CUST-814,Christine Santana,ellenjohnson@example.org,(604) 760 - 4409,North,MA,B2C,18-Jun-2021,Active,YES,45
CUST-799,Rodney Turner MD,dhansen@example.org,9579145211,Central,NY,B2B,02/13/2025,Churned,False,62
CUST-356,Bradley Miller,terrimoore@example.com,+19016451046,South,OH,B2C,08/25/2025,Inactive,NO,30
CUST-078,Tamara Hampton,ugraham@example.net,(529) 318 - 3933,East,CO,B2B,2022-09-16,Churned,0,29
CUST-085,Melissa Lee,lhill@example.net,931-585 - 1493,West,MA,B2C,12/19/2024,Inactive,False,23
CUST-334,Scott Duke,taylorkaren@example.com,565-024 - 9163,North,CA,B2C,04/13/2025,Inactive,NO,62
CUST-083,Michael Torres,thomas85@example.com,8156545271,North,MA,B2B,2022-11-30,Active,True,34
CUST-434,Francisco Taylor,rioswhitney@example.com,2552818325,South,NC,B2B,07-Jul-2025,Active,True,21
CUST-658,Michael Acosta,nicholasjames@example.org,565-271 - 7272,South,FL,B2C,2023-07-01,Churned,NO,27
CUST-458,Brian York,smithdevon@example.net,+14893891190,Central,FL,B2C,2023-01-26,Churned,NO,36
CUST-0095,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x0000021DDB596D00>>,lauralarson@example.net,+12581477005,East,TX,B2C,04-Sep-2021,Churned,False,28
CUST-614,Jennifer Schultz,charlene98@example.org,7289931608,West,PA,B2B,2023-03-04,Churned,0,55
CUST-479,Sonya Gordon,mbarnes@example.net,+14070015941,West,TN,B2C,01-Jan-2026,Inactive,False,29
CUST-324,Tamara Arias,angelaburns@example.org,843-347 - 2282,North,CA,B2C,10/25/2025,Churned,False,68
CUST-006,Lisa Hensley,janetwilliams@example.org,(256) 413 - 9537,West,TN,Guest,11/26/2022,Active,YES,21
CUST-463,Michael Roberson,timothyfreeman@example.com,(415) 353 - 9613,West,AZ,B2C,11-Aug-2025,Inactive,False,73
CUST-105,Emily Smith,hdavis@example.com,+12515220472,West,GA,B2C,06/12/2022,Churned,False,58
CUST-098,Laura Sampson,barbara27@example.net,2515186449,South,PA,B2B,2026-02-22,Inactive,0,30
CUST-310,Kimberly Little,rodriguezjohn@example.net,+19907141633,East,OH,Guest,2026-05-18,Active,1,40
CUST-425,Anthony Ward,joshuacolon@example.net,278-113 - 7995,West,FL,B2C,07/14/2022,Churned,0,33
CUST-412,Antonio Hughes,,,East,,,05-Jun-2025,Active,True,53
CUST-940,Jeremiah Galvan,adennis@example.org,+12213060906,Central,TX,Guest,2025-10-28,Inactive,NO,53
CUST-282,Chris Robinson,nbrooks@example.net,+13934667665,North,OH,B2C,19-May-2022,Active,1,18
C267,Kyle Chambers,joel28@example.org,+16885102726,North,IL,B2C,23-Apr-2025,Active,1,41
CUST-482,Donna Reed,tinasantos@example.org,+13586734257,East,MA,B2C,12-Mar-2022,Active,YES,55
CUST-680,Paula Gentry,,,East,,,08/05/2023,Active,True,40
CUST-596,Cynthia Hamilton,jacksonjoshua@example.org,8614982824,West,GA,B2C,04/06/2022,Active,YES,44
CUST-990,Kelly Sandoval,brianhunter@example.net,214-473 - 4043,South,AZ,B2C,07/19/2023,Active,True,71
CUST-930,Marissa Terry,trowe@example.org,+15580688285,North,TN,B2B,2025-09-20,Active,YES,32
C849,Michael Young,daniellee@example.org,399-605 - 9329,West,WA,B2B,11/27/2025,Active,1,53
CUST-119,Joel King,elizabeth74@example.net,314-678 - 6691,South,PA,B2C,15-May-2025,Active,1,30
CUST-713,Kimberly Riley,bergeramanda@example.org,(677) 159 - 1030,North,NY,B2B,2021-01-27,Active,True,35
CUST-251,David Contreras,zparker@example.net,(500) 335 - 4216,Central,MI,B2C,2025-12-20,Active,YES,26
CUST-669,Ryan Green,sara99@example.com,+16728633302,North,AZ,B2C,11/08/2022,Active,1,51
CUST-553,Kristine Carrillo,susan77@example.net,(280) 466 - 1963,Central,CO,B2C,05-Mar-2024,Active,1,69
CUST-381,Anna Boone,david70@example.org,+17046173574,South,NC,B2C,07-Mar-2024,Active,True,20
CUST-010,Renee Morales,clarksherri@example.net,+15252880957,North,TX,Guest,11-May-2022,Churned,False,27
CUST-372,Kathy Walsh,,,East,,,02/17/2021,Active,YES,67
CUST-197,James Gonzales,lmorgan@example.com,+12438983640,South,GA,B2C,17-Jul-2023,Active,1,18
CUST-644,Sheryl Gutierrez,vturner@example.net,6471639282,South,IL,B2C,2020-08-29,Churned,False,18
CUST-082,Peter Vaughn DDS,bwest@example.org,+16789611836,West,TN,B2B,2023-11-13,Active,True,28
CUST-433,Margaret Hensley MD,,,East,TN,B2B,2023-04-09,Active,True,24
CUST-528,Mr. Daniel Martin,,,West,,,2021-05-17,Active,1,48
CUST-757,Michael Williams,justin64@example.com,+15560331903,West,AZ,B2C,2024-08-22,Inactive,False,64
C240,Cynthia Williams,danawilliams@example.com,(235) 797 - 2798,East,PA,B2B,24-Aug-2025,Churned,0,30
CUST-704,Jennifer Flores,bsullivan@example.net,(431) 244 - 7315,Central,WA,B2C,2024-01-31,Inactive,0,51
CUST-212,Kelly Torres,marcusfletcher@example.com,690-352 - 1356,Central,CA,B2C,18-Nov-2020,Active,1,64
C763,Andrew Carroll,derek77@example.com,880-408 - 5095,East,CO,B2C,17-Feb-2022,Active,1,35
CUST-414,Mrs. Tiffany Cole,teresastokes@example.org,+12158517432,Central,CA,Guest,2026-03-05,Inactive,False,64
CUST-514,Erik Floyd,,,West,,,01/20/2024,Active,YES,44
CUST-228,James Jensen,brittney88@example.net,644-310 - 6987,South,CA,B2C,2025-08-16,Active,1,36
CUST-910,Mrs. Jennifer Palmer DDS,dhall@example.net,701-394 - 8848,Central,NY,B2C,02/15/2025,Inactive,NO,35
CUST-426,Becky Johnson,,731-363 - 6317,Central,GA,B2B,10/15/2023,Active,YES,37
CUST-845,Kelli Lopez,vlewis@example.com,796-604 - 8736,Central,NY,B2C,26-Jul-2020,Churned,0,999
CUST-178,Richard Romero,stanleynancy@example.net,+13775140105,North,WA,B2C,2021-01-24,Churned,False,72
CUST-993,Christopher Gibson,crawfordsamantha@example.net,8561942557,West,CO,B2C,16-Dec-2022,Inactive,NO,48
CUST-450,Lisa Wheeler,stanleydesiree@example.org,9158904290,South,PA,B2C,2022-08-02,Inactive,False,22
CUST-526,Adriana Macias,emartin@example.net,649-268 - 3158,Central,FL,B2C,2024-07-05,Active,True,24
CUST-527,Chris Moore,guerrerorobert@example.com,(861) 106 - 2737,North,PA,B2C,11/19/2025,Active,YES,75
CUST-537,Robert Velez,colemanjonathan@example.org,+12046152654,West,MA,Guest,08/27/2023,Active,YES,28
CUST-424,Kelly Carroll,jameswhitaker@example.org,4005436459,West,CA,B2B,07/25/2021,Active,1,38
CUST-008,Michael Miles,lynchgeorge@example.net,(469) 166 - 9784,Central,MA,Guest,07/24/2023,Inactive,0,74
CUST-156,Donald Fischer,reeddaniel@example.net,+19854458771,West,CO,B2C,2025-07-29,Churned,0,55
CUST-577,Kara Brown,fwarren@example.org,(523) 467 - 2994,Central,FL,B2C,2020-12-14,Inactive,NO,71
CUST-885,Dalton Mitchell,karencarson@example.net,427-009 - 3459,West,MA,B2B,18-Jun-2021,Active,1,35
CUST-330,Ronald Potter,nancy07@example.com,+14080214427,North,FL,B2B,01/10/2024,Active,True,39
CUST-532,Samantha White,gary57@example.net,4287772519,Central,OH,B2C,2021-08-16,Churned,False,41
CUST-823,Megan Wilson,lmorales@example.org,(543) 740 - 1827,South,GA,B2C,19-Feb-2024,Active,True,999
CUST-826,Jennifer Washington,dylan71@example.org,8403816649,West,MI,B2B,30-Jan-2026,Active,True,54
CUST-604,Cynthia Le,rlee@example.com,667-912 - 1416,North,IL,B2B,07/05/2023,Active,True,25
CUST-829,Christina Bates,iwagner@example.com,(451) 786 - 3767,South,CO,Guest,2024-08-06,Active,YES,24
CUST-616,Ms. Kelly Holder,adam33@example.com,5746052330,South,MA,B2C,14-Sep-2020,Active,True,65
CUST-992,Vicki Greene,melissa95@example.net,+14556296575,East,NY,B2C,16-Jun-2024,Inactive,NO,28
CUST-605,Douglas Ortiz,,,Central,,,2025-02-06,Active,True,63
CUST-478,Priscilla Kent,jessicaanderson@example.com,(503) 477 - 8660,South,NY,B2C,07/08/2024,Active,YES,25
CUST-809,Karen Collins,don79@example.net,4033192227,North,PA,B2B,07/11/2021,Churned,False,24
CUST-621,Felicia Hobbs,hbutler@example.org,(847) 501 - 1117,Central,FL,B2B,2020-11-19,Active,YES,29
CUST-753,Jerry Allen,cheryljohnson@example.org,(940) 056 - 4350,South,FL,B2C,07-Nov-2025,Inactive,NO,59
CUST-905,Melissa Lopez,clarkdeborah@example.net,(313) 599 - 6605,West,MA,B2C,12-May-2021,Churned,0,66
CUST-164,Sabrina Briggs,curtisscott@example.org,+12250392614,South,MI,B2B,25-May-2023,Inactive,False,999
CUST-229,Elizabeth Cabrera,mark16@example.net,+19310324171,East,CO,B2C,29-Jul-2024,Active,1,67
CUST-865,Jeremy Davidson,moralescourtney@example.com,6448354884,West,TX,Guest,13-Nov-2025,Churned,0,65
CUST-979,Arthur Garrett,,,North,WA,B2C,23-Oct-2021,Active,True,58
CUST-213,Sarah King,david49@example.net,878-831 - 7121,North,CA,B2C,10/28/2024,Churned,NO,68
CUST-080,Gabrielle Snyder,hunter35@example.com,(881) 177 - 5891,West,NC,B2B,08/08/2025,Active,1,73
CUST-149,Michelle Schmitt,michael98@example.org,5752431069,North,FL,B2B,01/04/2024,Active,True,66
CUST-303,Rodney Curtis,kevinmorrison@example.net,+18959463688,West,NY,B2C,2023-04-04,Active,1,25
CUST-389,Ryan Bruce,joelstewart@example.net,+14557701715,West,GA,B2C,2023-09-18,Active,YES,41
CUST-519,Raymond Quinn,dennis88@example.org,(954) 821 - 4565,South,NY,B2C,10/01/2023,Active,1,65
CUST-542,Eric Cooper,qfitzgerald@example.org,(663) 985 - 5474,South,WA,Guest,07/10/2024,Active,True,33
CUST-890,Scott Solis,marcus01@example.net,(364) 913 - 3424,East,AZ,Guest,02-Apr-2025,Inactive,NO,75
CUST-044,Tammy Young,theresacochran@example.com,484-987 - 7694,East,MA,B2B,2025-09-09,Churned,0,43
CUST-391,Rita Waller,gregory01@example.org,476-153 - 9669,East,NC,B2C,04-Jan-2022,Active,1,39
CUST-134,Diana Vaughn,scottsampson@example.com,+16973348434,East,AZ,B2B,18-Nov-2023,Inactive,0,55
CUST-716,William Lamb,mitchellchristopher@example.net,9457314415,Central,MA,Guest,13-Apr-2025,Inactive,False,67
CUST-312,David Dixon,seanmyers@example.net,573-334 - 3333,Central,PA,B2B,24-Apr-2021,Active,True,23
CUST-491,Michael Lopez,jillwilson@example.org,+19359710725,West,WA,B2B,03/24/2024,Active,YES,53
CUST-1000,Stephen Anderson,jamesgray@example.com,(770) 607 - 1748,North,TX,B2B,2020-12-19,Inactive,False,29
CUST-697,Timothy Andrews,mwilson@example.com,8096262658,South,OH,B2B,02/08/2026,Inactive,False,21
CUST-837,Susan Jones,danny20@example.net,(740) 915 - 0863,South,TX,B2C,2023-01-24,Active,True,20
CUST-001,Patrick Sanchez,jillrhodes@example.net,(633) 218 - 1960,North,TX,B2B,11/06/2025,Active,1,27
CUST-494,Emily Robinson,,,South,,,2021-01-11,Inactive,NO,72
CUST-383,Denise Griffin,,,Central,,,28-Mar-2022,Active,True,30
CUST-317,Joel Salinas,jacobsandoval@example.com,514-386 - 6322,West,CO,B2B,04-Mar-2025,Active,1,30
CUST-766,Joel Smith,pfitzgerald@example.org,+16901495427,West,CA,B2C,2025-06-10,Active,True,51
C584,Theresa Woods,,(242) 752 - 3083,West,AZ,B2B,05-Apr-2026,Active,1,31
CUST-866,Christopher Black,melaniejennings@example.com,7877221641,West,PA,B2C,04/22/2025,Active,True,22
CUST-568,Emily Tucker,anna90@example.com,9546027341,East,TN,B2B,2024-10-22,Inactive,False,18
CUST-991,Craig Gonzalez,kristenpeterson@example.net,(887) 304 - 5195,West,MA,B2C,15-Nov-2020,Active,True,75
CUST-429,Jason Smith,wellsdavid@example.org,887-397 - 7406,South,FL,B2C,03/03/2022,Active,YES,45
CUST-173,Maria Jones,grantpaul@example.com,3939828073,West,CO,B2C,2020-11-08,Inactive,NO,46
CUST-126,Carlos Ryan,alyssa42@example.com,3687339500,East,GA,B2C,12/11/2023,Inactive,0,65
CUST-454,Heather Ortiz,benjamincrawford@example.org,(911) 207 - 5452,West,TN,Guest,2024-11-10,Active,True,37
CUST-483,Mallory Page,anna99@example.net,(234) 864 - 5183,West,OH,B2B,11-Sep-2024,Churned,0,69
CUST-589,Alison Compton,joseph70@example.org,395-625 - 2571,East,CA,B2C,2020-10-31,Active,True,70
CUST-171,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x0000021DDB596D00>>,hritter@example.net,324-065 - 9657,East,OH,B2C,2021-02-16,Churned,0,22
CUST-091,Wanda Torres,lynchjody@example.org,7969664160,East,NY,B2C,12/09/2022,Active,YES,74
CUST-997,Stephen Higgins,melanie32@example.org,(414) 364 - 3813,North,CA,B2B,2022-10-29,Active,YES,41
C182,Tracy Montoya,moniquewilliams@example.com,+13251341252,Central,OH,B2C,08-Sep-2024,Active,1,60
CUST-364,Tyler Johnson,pwalker@example.com,479-757 - 3660,Central,AZ,B2C,09/08/2021,Inactive,0,22
CUST-275,Christine Herman,kimberly67@example.net,7989334721,South,NY,B2C,04/30/2026,Active,YES,58
CUST-950,Kimberly Todd,karenshaw@example.org,(828) 874 - 3127,North,CO,B2B,17-Jan-2022,Churned,False,35
C70,Julie Curry,cookemichael@example.net,+16064090974,South,MI,B2C,22-Jul-2022,Active,YES,63
C292,Ruben Price,patrick21@example.net,475-037 - 3145,South,CA,B2C,17-Mar-2025,Active,1,66
CUST-132,Stephen Taylor,vwatson@example.net,823-091 - 3075,West,NY,B2C,25-May-2021,Active,1,74
CUST-301,Heather Raymond,mwheeler@example.com,859-916 - 2473,North,IL,B2C,2024-07-12,Active,YES,47
CUST-508,Travis Spencer,davidsmith@example.net,9499564122,North,FL,B2B,03-Dec-2025,Active,YES,75
CUST-327,Andre Juarez,antonio38@example.com,678-077 - 4064,Central,FL,B2C,2021-10-31,Active,1,22
CUST-145,Matthew Rich,russellbeasley@example.com,425-871 - 3971,Central,GA,B2C,19-May-2026,Active,True,55
CUST-486,Antonio Mueller,karenjohnson@example.com,920-634 - 5911,South,FL,B2C,17-Jul-2022,Churned,False,21
CUST-844,Jason King,jpowers@example.org,3785138544,East,GA,B2C,01/01/2025,Active,True,52
C850,Justin Graham,harrisjoseph@example.org,5275327352,East,TX,Guest,19-Jan-2023,Active,YES,19
CUST-136,Daniel Fowler,williamsmatthew@example.org,(947) 338 - 4842,North,MI,B2C,2024-04-11,Active,YES,57
CUST-468,Krista Gray,christianwallace@example.net,3978897782,Central,CA,B2C,2020-11-02,Active,1,72
CUST-165,Peter Jones,kmarshall@example.net,7621850163,North,PA,B2C,14-Jul-2025,Active,YES,74
CUST-029,John Hancock,martinaaron@example.com,(808) 835 - 6159,East,WA,B2C,28-Oct-2021,Inactive,0,59
CUST-599,Joshua Rodriguez,jhall@example.net,+19506633705,North,AZ,B2C,22-Nov-2025,Active,True,35
CUST-194,Robin Brown,mjohnson@example.org,(716) 271 - 3611,North,PA,B2C,24-Jun-2024,Active,1,46
CUST-446,Jonathan Torres,,(967) 426 - 6299,North,NY,B2B,07/04/2021,Active,True,44
CUST-679,Shawn Watson,,,Central,,,2023-12-06,Active,YES,42
CUST-585,Kimberly Lopez,,,South,,,2022-05-18,Active,True,57
C170,John Hernandez,hayeslisa@example.com,3264647154,South,AZ,B2C,01/04/2022,Active,True,71
CUST-536,Kelly Wood,wolferoy@example.com,(382) 422 - 4124,West,WA,B2B,03/08/2026,Active,YES,34
CUST-141,Jonathan Dougherty,acostaregina@example.net,868-516 - 1227,East,TN,B2B,06/17/2025,Active,YES,69
CUST-174,Lindsey Hernandez,aguilardonald@example.com,9243426617,Central,GA,B2C,29-Dec-2025,Active,YES,34
CUST-007,Dr. Sharon James,xreid@example.org,+15884969653,South,NC,B2C,11/15/2022,Inactive,False,55
CUST-683,Felicia Small,meyerdonna@example.com,(238) 021 - 4629,West,MA,B2B,19-Jun-2025,Active,True,60
CUST-530,Linda Elliott,johnsjessica@example.com,745-447 - 0229,West,CA,Guest,10/21/2024,Active,YES,48
CUST-693,Joel Jackson,,,West,,,15-May-2021,Churned,NO,18
CUST-074,Susan Brooks,charlesvaughn@example.net,7137098593,North,WA,B2C,24-Jan-2023,Churned,0,66
CUST-899,Heather Richards,wilsondorothy@example.org,466-933 - 5134,South,TN,B2C,2025-03-31,Inactive,False,34
CUST-126,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x0000021DDB596D00>>,alyssa42@example.com,3687339500,East,GA,B2C,12/11/2023,Inactive,NO,70
CUST-239,John Harris,sarah42@example.org,(530) 307 - 0534,East,MA,B2C,12/28/2025,Active,True,59
CUST-146,Jennifer Blair,ronald45@example.org,2874064039,North,CA,B2C,2023-04-18,Inactive,False,53
CUST-906,Mark Tyler,christophercarrillo@example.org,(803) 920 - 5146,North,AZ,B2C,2022-06-20,Churned,NO,999
CUST-235,Gloria Gomez,chelsea33@example.com,319-148 - 5646,West,MI,B2C,04/27/2024,Active,True,64
C221,Taylor Griffith,kathrynjimenez@example.net,7932525002,Central,AZ,Guest,10/08/2021,Inactive,0,21
CUST-215,Kristy Bryan,millerstacy@example.net,+12702966706,West,NY,B2C,04/13/2023,Churned,NO,58
C963,Patrick Hart,christopher12@example.net,9015959194,East,GA,B2C,10/21/2022,Inactive,False,30
CUST-133,Patrick Moore,fpena@example.net,2283857865,South,GA,Guest,02-Jan-2025,Active,YES,51
CUST-570,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x0000021DDB596D00>>,maurice61@example.com,+14840445669,North,GA,B2C,04/04/2023,Churned,False,54
CUST-617,Terri Short,clintonstevens@example.org,856-756 - 6184,East,AZ,Guest,08/05/2020,Inactive,0,34
CUST-846,Kim Mendez,umichael@example.net,(833) 194 - 2268,West,PA,B2C,09/09/2022,Active,YES,49
CUST-423,Sharon Nicholson,cameronmckinney@example.com,(788) 373 - 4031,South,WA,B2C,13-Jul-2024,Churned,False,58
CUST-186,Charles Johnson,ihorton@example.net,+12783613407,East,PA,Guest,09-Dec-2025,Active,1,43
CUST-042,Jacob Tran,tanderson@example.com,(249) 663 - 1931,East,MA,B2C,19-Jan-2025,Inactive,False,41
CUST-651,Todd Armstrong,meyershannon@example.org,685-571 - 6176,Central,TN,Guest,2023-01-27,Inactive,0,18
CUST-109,Jill Washington,andrea86@example.com,+12515319520,East,NC,B2C,2024-07-29,Active,1,69
CUST-717,Diana Anderson,,,West,TX,,23-Jan-2021,Inactive,NO,18
CUST-057,Angel Riggs,gibsonolivia@example.net,4967175655,North,MA,B2B,2022-02-07,Active,True,49
CUST-708,Jessica White,carnold@example.com,7313552510,East,AZ,B2B,04/29/2026,Active,1,25
CUST-803,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x0000021DDB596D00>>,thomassteven@example.net,4872866041,West,IL,B2C,2024-10-08,Churned,False,44
CUST-994,Julie Lewis,vnavarro@example.net,(495) 829 - 2361,West,TN,B2B,2022-04-22,Active,True,42
CUST-914,Sandra Nunez,laura29@example.org,8964546553,East,NC,B2C,09/24/2023,Churned,0,66
CUST-436,Karen Shepard,william28@example.org,(679) 513 - 7116,South,IL,Guest,2024-12-16,Active,1,60
CUST-025,Matthew Gomez,uowens@example.org,(531) 586 - 9232,South,TN,B2C,2022-01-11,Active,True,48
CUST-480,Victor Waller,iballard@example.com,(431) 981 - 8984,West,TN,B2B,2022-07-10,Active,1,54
CUST-583,Aaron Ochoa,mauriceharrison@example.org,927-422 - 0912,East,TX,B2C,25-Sep-2021,Active,True,45
CUST-813,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x0000021DDB596D00>>,turneralex@example.org,4037583094,East,TX,Guest,2025-06-15,Churned,NO,999
CUST-671,Mario Wilson,laurenduarte@example.com,(822) 728 - 4765,West,CO,B2C,01-Jun-2021,Active,YES,35
CUST-892,Dominique Goodwin,davidhenry@example.com,850-977 - 5396,West,FL,B2C,09/19/2023,Active,True,23
CUST-984,Samuel Morales,mhall@example.net,(333) 943 - 9457,North,WA,B2C,2025-03-02,Active,True,71
CUST-339,Jennifer Donaldson,troymorris@example.com,982-945 - 6511,Central,WA,B2B,12-Dec-2020,Inactive,False,58
CUST-052,Mary Martinez,william65@example.com,877-496 - 4990,Central,AZ,B2B,21-Mar-2023,Inactive,0,69
CUST-384,Jason Pierce,millerpatrick@example.com,(609) 435 - 3344,Central,PA,B2C,12/01/2025,Inactive,False,18
CUST-550,Molly Hansen,,,North,,,06-Mar-2021,Active,1,73
CUST-887,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x0000021DDB596D00>>,longbrittany@example.org,+19026086982,South,TX,B2B,03/03/2026,Churned,False,32
CUST-674,Alyssa Thompson,martha77@example.org,(975) 662 - 0563,East,TX,B2B,01-Apr-2025,Active,1,30
CUST-982,William Rangel,sedwards@example.org,+14632809448,East,NC,B2C,02-May-2025,Inactive,NO,66
CUST-265,Kirk Griffin,sanchezbradley@example.com,2880199488,South,WA,B2C,2022-03-01,Churned,0,64
C573,Margaret Mcfarland,kwelch@example.com,+15666845909,North,TN,B2B,2021-08-23,Churned,NO,54
CUST-756,Mary Hill,danielhernandez@example.com,808-706 - 6266,Central,NY,B2B,11-May-2024,Active,1,35
CUST-951,Kim Rivers,kristin39@example.com,9209579927,North,GA,Guest,2021-06-07,Active,True,30
CUST-445,Michael Sims,jeremywiley@example.com,(762) 656 - 5045,East,IL,Guest,04-Dec-2024,Churned,False,72
CUST-396,Wayne Steele,jeffrey92@example.com,5272386562,East,MA,B2C,2023-02-09,Active,1,38
CUST-552,Travis Pratt,nancy94@example.net,3100651207,North,IL,B2C,09-Sep-2024,Active,1,58
CUST-177,Christopher Lewis,ilee@example.org,271-461 - 1254,East,GA,B2C,2020-07-25,Active,True,59
CUST-019,Rose Spence,davidalvarez@example.net,5990916998,East,TN,B2C,02/20/2021,Inactive,False,39
CUST-761,Jaime Walker,drichards@example.com,548-315 - 2037,West,TX,B2B,02-Dec-2023,Inactive,0,62
CUST-533,James Anderson,harrismichele@example.net,+12741209481,Central,TX,B2B,07-Jun-2025,Active,YES,999
CUST-606,Andre Rodriguez,coreyduncan@example.com,+19596555535,West,OH,B2C,2021-07-07,Churned,False,44
CUST-619,Morgan Cummings,sthompson@example.net,259-126 - 6201,East,GA,B2B,02-Apr-2025,Active,True,26
CUST-368,Kimberly Flynn,adamortiz@example.org,345-211 - 1751,Central,AZ,B2C,2022-01-27,Inactive,NO,60
CUST-084,Michael Nelson,jerry35@example.org,+12988516560,East,MI,B2C,02/02/2025,Active,True,44
CUST-062,Destiny Strickland,rsims@example.com,665-840 - 4499,West,MA,B2B,07/07/2022,Active,True,63
CUST-500,Austin Santiago,,,Central,,,11-Dec-2024,Active,1,73
CUST-273,Benjamin Ballard,timothybooth@example.com,620-438 - 0571,Central,MA,B2C,2025-07-16,Active,1,62
CUST-286,Angela Chung,scunningham@example.org,287-814 - 1413,Central,GA,Guest,07-Sep-2022,Active,1,67
CUST-361,Austin Joseph,crawfordwilliam@example.org,(720) 566 - 4742,South,TX,B2B,01/23/2024,Active,YES,55
CUST-355,Pamela Henderson,imiller@example.net,+19920698042,North,IL,B2B,03-Oct-2025,Inactive,0,28
C939,Michael Powell,,,North,,,16-Mar-2024,Inactive,False,46
CUST-279,Roy Porter,jonathan77@example.com,(773) 993 - 0561,West,IL,B2C,05/14/2022,Active,1,73
CUST-013,Anthony Rodriguez,laurahenderson@example.org,303-105 - 1834,West,FL,B2C,08/10/2024,Inactive,0,26
CUST-183,Ashley Singleton,mitchellkathryn@example.com,4782827422,East,MA,B2C,2023-07-27,Active,1,75
CUST-369,Ryan Wiley,aaron64@example.org,802-592 - 2220,West,IL,B2C,2025-01-06,Inactive,False,67
CUST-637,Alison Wright,,,East,,,03/06/2025,Active,1,61
CUST-656,Steven Huang,udavis@example.net,+14694500534,South,IL,Guest,06-Dec-2021,Active,True,46
CUST-224,Holly Morales,michaelroberts@example.com,372-513 - 5521,East,GA,B2B,10-Jul-2023,Active,1,31
CUST-741,Nathan Watkins,,,West,,,2020-09-17,Active,YES,46
CUST-744,Sheila Herrera,sandyjohnson@example.org,3225957244,West,TX,Guest,23-Apr-2024,Active,YES,19
CUST-721,Carol Lane,brian41@example.org,+12663436294,Central,MI,B2C,02/26/2024,Active,YES,51
C582,Karen Perez,ramosmichael@example.com,8360041257,West,GA,B2B,2023-01-17,Active,YES,21
CUST-487,Megan Hoffman,juliahoffman@example.org,857-724 - 2954,South,TX,B2C,13-Apr-2021,Active,YES,35
CUST-543,Michael Martin,,,Central,,,13-May-2022,Active,YES,23
CUST-466,Ronald Mcclain,smithsarah@example.net,5477848588,North,CO,B2B,2023-09-07,Active,True,56
CUST-622,Tanya Walters,,,East,,,2025-12-18,Churned,False,70
CUST-496,Lisa Wells,wilsonmichael@example.org,5203207427,West,TX,Guest,04/08/2022,Churned,0,69
CUST-821,Melissa Randall,,,Central,,,07/08/2025,Inactive,False,58
CUST-668,Anthony Duncan,webbhaley@example.net,5135030587,South,TN,B2B,30-Apr-2026,Churned,NO,60
CUST-457,Anthony Li,phelpsmichael@example.net,+12119393250,North,NY,B2C,05-Dec-2022,Churned,NO,19
CUST-394,Shannon Yu,janet69@example.org,749-465 - 1909,Central,OH,B2C,05/09/2021,Churned,False,71
CUST-676,Megan Peters,clarkgina@example.com,399-097 - 0051,East,CA,Guest,2022-12-16,Inactive,NO,58
CUST-714,Taylor Berry,,4135800401,North,IL,B2B,05/25/2024,Active,True,29
