customer_id,full_name,email,phone,region,state,segment,join_date,status,is_active,customer_age
CUST-0709,Jeff Smith,pbradford@example.net,7381649383.0,North,NC,B2C,2023-06-07,Active,1,74.0
CUST-0820,Nathan Miller,swilson@example.com,4406424295.0,West,FL,B2C,2026-05-28,Active,1,30.0
CUST-0222,Mr. Alexander Landry Md,,,West,,,2024-05-19,Inactive,0,49.0
CUST-0236,Todd Hendrix,,,East,,,2025-02-26,Active,1,39.0
CUST-0495,Jennifer Bailey,elizabethrivera@example.com,1649485625.0,South,NC,Guest,2023-12-13,Inactive,0,23.0
CUST-0523,Jesse Williams,,,South,,,2023-09-17,Active,1,24.0
CUST-0297,Jill Juarez,,,East,,,2020-06-15,Active,1,67.0
CUST-0581,Joyce Curry,omills@example.net,7672438070.0,North,WA,B2C,2021-12-01,Inactive,0,33.0
CUST-0959,Justin Glover,ashley71@example.net,3106330165.0,Central,FL,B2C,2021-04-10,Active,1,29.0
CUST-0250,David Molina,kevin90@example.com,3296666760.0,North,NC,B2B,2020-06-20,Active,1,24.0
CUST-0600,Jessica Lee,ihoward@example.com,4439920116.0,West,AZ,B2C,2023-05-14,Churned,0,33.0
CUST-0448,Terry Burnett,perezjessica@example.org,6947873002.0,East,IL,Guest,2022-01-05,Inactive,0,51.0
CUST-0072,Michael Elliott,stevenscott@example.com,4858842474.0,East,CO,B2B,2022-06-10,Churned,0,60.0
CUST-0095,Samantha Jones,lauralarson@example.net,1258147700.0,East,TX,B2C,2021-09-04,Churned,0,
CUST-0034,Taylor Harris,john62@example.net,5172788957.0,Central,MA,B2C,2025-03-21,Active,1,55.0
CUST-0260,Jason Mack,ybrooks@example.com,9621202169.0,West,CO,B2C,2024-06-04,Active,1,44.0
CUST-0205,David Griffin,heather73@example.org,7365419518.0,North,NY,B2B,2021-05-30,Active,1,70.0
CUST-0814,Christine Santana,ellenjohnson@example.org,6047604409.0,North,MA,B2C,2021-06-18,Active,1,45.0
CUST-0799,Rodney Turner Md,dhansen@example.org,9579145211.0,Central,NY,B2B,2025-02-13,Churned,0,62.0
CUST-0356,Bradley Miller,terrimoore@example.com,1901645104.0,South,OH,B2C,2025-08-25,Inactive,0,30.0
CUST-0078,Tamara Hampton,ugraham@example.net,5293183933.0,East,CO,B2B,2022-09-16,Churned,0,29.0
CUST-0085,Melissa Lee,lhill@example.net,9315851493.0,West,MA,B2C,2024-12-19,Inactive,0,23.0
CUST-0334,Scott Duke,taylorkaren@example.com,5650249163.0,North,CA,B2C,2025-04-13,Inactive,0,62.0
CUST-0083,Michael Torres,thomas85@example.com,8156545271.0,North,MA,B2B,2022-11-30,Active,1,34.0
CUST-0434,Francisco Taylor,rioswhitney@example.com,2552818325.0,South,NC,B2B,2025-07-07,Active,1,21.0
CUST-0658,Michael Acosta,nicholasjames@example.org,5652717272.0,South,FL,B2C,2023-07-01,Churned,0,27.0
CUST-0458,Brian York,smithdevon@example.net,1489389119.0,Central,FL,B2C,2023-01-26,Churned,0,36.0
CUST-0095,,lauralarson@example.net,1258147700.0,East,TX,B2C,2021-09-04,Churned,0,28.0
CUST-0614,Jennifer Schultz,charlene98@example.org,7289931608.0,West,PA,B2B,2023-03-04,Churned,0,55.0
CUST-0479,Sonya Gordon,mbarnes@example.net,1407001594.0,West,TN,B2C,2026-01-01,Inactive,0,29.0
CUST-0324,Tamara Arias,angelaburns@example.org,8433472282.0,North,CA,B2C,2025-10-25,Churned,0,68.0
CUST-0006,Lisa Hensley,janetwilliams@example.org,2564139537.0,West,TN,Guest,2022-11-26,Active,1,21.0
CUST-0463,Michael Roberson,timothyfreeman@example.com,4153539613.0,West,AZ,B2C,2025-08-11,Inactive,0,73.0
CUST-0105,Emily Smith,hdavis@example.com,1251522047.0,West,GA,B2C,2022-06-12,Churned,0,58.0
CUST-0098,Laura Sampson,barbara27@example.net,2515186449.0,South,PA,B2B,2026-02-22,Inactive,0,30.0
CUST-0310,Kimberly Little,rodriguezjohn@example.net,1990714163.0,East,OH,Guest,2026-05-18,Active,1,40.0
CUST-0425,Anthony Ward,joshuacolon@example.net,2781137995.0,West,FL,B2C,2022-07-14,Churned,0,33.0
CUST-0412,Antonio Hughes,,,East,,,2025-06-05,Active,1,53.0
CUST-0940,Jeremiah Galvan,adennis@example.org,1221306090.0,Central,TX,Guest,2025-10-28,Inactive,0,53.0
CUST-0282,Chris Robinson,nbrooks@example.net,1393466766.0,North,OH,B2C,2022-05-19,Active,1,18.0
CUST-0267,Kyle Chambers,joel28@example.org,1688510272.0,North,IL,B2C,2025-04-23,Active,1,41.0
CUST-0482,Donna Reed,tinasantos@example.org,1358673425.0,East,MA,B2C,2022-03-12,Active,1,55.0
CUST-0680,Paula Gentry,,,East,,,2023-08-05,Active,1,40.0
CUST-0596,Cynthia Hamilton,jacksonjoshua@example.org,8614982824.0,West,GA,B2C,2022-04-06,Active,1,44.0
CUST-0990,Kelly Sandoval,brianhunter@example.net,2144734043.0,South,AZ,B2C,2023-07-19,Active,1,71.0
CUST-0930,Marissa Terry,trowe@example.org,1558068828.0,North,TN,B2B,2025-09-20,Active,1,32.0
CUST-0849,Michael Young,daniellee@example.org,3996059329.0,West,WA,B2B,2025-11-27,Active,1,53.0
CUST-0119,Joel King,elizabeth74@example.net,3146786691.0,South,PA,B2C,2025-05-15,Active,1,30.0
CUST-0713,Kimberly Riley,bergeramanda@example.org,6771591030.0,North,NY,B2B,2021-01-27,Active,1,35.0
CUST-0251,David Contreras,zparker@example.net,5003354216.0,Central,MI,B2C,2025-12-20,Active,1,26.0
CUST-0669,Ryan Green,sara99@example.com,1672863330.0,North,AZ,B2C,2022-11-08,Active,1,51.0
CUST-0553,Kristine Carrillo,susan77@example.net,2804661963.0,Central,CO,B2C,2024-03-05,Active,1,69.0
CUST-0381,Anna Boone,david70@example.org,1704617357.0,South,NC,B2C,2024-03-07,Active,1,20.0
CUST-0010,Renee Morales,clarksherri@example.net,1525288095.0,North,TX,Guest,2022-05-11,Churned,0,27.0
CUST-0372,Kathy Walsh,,,East,,,2021-02-17,Active,1,67.0
CUST-0197,James Gonzales,lmorgan@example.com,1243898364.0,South,GA,B2C,2023-07-17,Active,1,18.0
CUST-0644,Sheryl Gutierrez,vturner@example.net,6471639282.0,South,IL,B2C,2020-08-29,Churned,0,18.0
CUST-0082,Peter Vaughn Dds,bwest@example.org,1678961183.0,West,TN,B2B,2023-11-13,Active,1,28.0
CUST-0433,Margaret Hensley Md,,,East,TN,B2B,2023-04-09,Active,1,24.0
CUST-0528,Mr. Daniel Martin,,,West,,,2021-05-17,Active,1,48.0
CUST-0757,Michael Williams,justin64@example.com,1556033190.0,West,AZ,B2C,2024-08-22,Inactive,0,64.0
CUST-0240,Cynthia Williams,danawilliams@example.com,2357972798.0,East,PA,B2B,2025-08-24,Churned,0,30.0
CUST-0704,Jennifer Flores,bsullivan@example.net,4312447315.0,Central,WA,B2C,2024-01-31,Inactive,0,51.0
CUST-0212,Kelly Torres,marcusfletcher@example.com,6903521356.0,Central,CA,B2C,2020-11-18,Active,1,64.0
CUST-0763,Andrew Carroll,derek77@example.com,8804085095.0,East,CO,B2C,2022-02-17,Active,1,35.0
CUST-0414,Mrs. Tiffany Cole,teresastokes@example.org,1215851743.0,Central,CA,Guest,2026-03-05,Inactive,0,64.0
CUST-0514,Erik Floyd,,,West,,,2024-01-20,Active,1,44.0
CUST-0228,James Jensen,brittney88@example.net,6443106987.0,South,CA,B2C,2025-08-16,Active,1,36.0
CUST-0910,Mrs. Jennifer Palmer Dds,dhall@example.net,7013948848.0,Central,NY,B2C,2025-02-15,Inactive,0,35.0
CUST-0426,Becky Johnson,,7313636317.0,Central,GA,B2B,2023-10-15,Active,1,37.0
CUST-0845,Kelli Lopez,vlewis@example.com,7966048736.0,Central,NY,B2C,2020-07-26,Churned,0,
CUST-0178,Richard Romero,stanleynancy@example.net,1377514010.0,North,WA,B2C,2021-01-24,Churned,0,72.0
CUST-0993,Christopher Gibson,crawfordsamantha@example.net,8561942557.0,West,CO,B2C,2022-12-16,Inactive,0,48.0
CUST-0450,Lisa Wheeler,stanleydesiree@example.org,9158904290.0,South,PA,B2C,2022-08-02,Inactive,0,22.0
CUST-0526,Adriana Macias,emartin@example.net,6492683158.0,Central,FL,B2C,2024-07-05,Active,1,24.0
CUST-0527,Chris Moore,guerrerorobert@example.com,8611062737.0,North,PA,B2C,2025-11-19,Active,1,75.0
CUST-0537,Robert Velez,colemanjonathan@example.org,1204615265.0,West,MA,Guest,2023-08-27,Active,1,28.0
CUST-0424,Kelly Carroll,jameswhitaker@example.org,4005436459.0,West,CA,B2B,2021-07-25,Active,1,38.0
CUST-0008,Michael Miles,lynchgeorge@example.net,4691669784.0,Central,MA,Guest,2023-07-24,Inactive,0,74.0
CUST-0156,Donald Fischer,reeddaniel@example.net,1985445877.0,West,CO,B2C,2025-07-29,Churned,0,55.0
CUST-0577,Kara Brown,fwarren@example.org,5234672994.0,Central,FL,B2C,2020-12-14,Inactive,0,71.0
CUST-0885,Dalton Mitchell,karencarson@example.net,4270093459.0,West,MA,B2B,2021-06-18,Active,1,35.0
CUST-0330,Ronald Potter,nancy07@example.com,1408021442.0,North,FL,B2B,2024-01-10,Active,1,39.0
CUST-0532,Samantha White,gary57@example.net,4287772519.0,Central,OH,B2C,2021-08-16,Churned,0,41.0
CUST-0823,Megan Wilson,lmorales@example.org,5437401827.0,South,GA,B2C,2024-02-19,Active,1,
CUST-0826,Jennifer Washington,dylan71@example.org,8403816649.0,West,MI,B2B,2026-01-30,Active,1,54.0
CUST-0604,Cynthia Le,rlee@example.com,6679121416.0,North,IL,B2B,2023-07-05,Active,1,25.0
CUST-0829,Christina Bates,iwagner@example.com,4517863767.0,South,CO,Guest,2024-08-06,Active,1,24.0
CUST-0616,Ms. Kelly Holder,adam33@example.com,5746052330.0,South,MA,B2C,2020-09-14,Active,1,65.0
CUST-0992,Vicki Greene,melissa95@example.net,1455629657.0,East,NY,B2C,2024-06-16,Inactive,0,28.0
CUST-0605,Douglas Ortiz,,,Central,,,2025-02-06,Active,1,63.0
CUST-0478,Priscilla Kent,jessicaanderson@example.com,5034778660.0,South,NY,B2C,2024-07-08,Active,1,25.0
CUST-0809,Karen Collins,don79@example.net,4033192227.0,North,PA,B2B,2021-07-11,Churned,0,24.0
CUST-0621,Felicia Hobbs,hbutler@example.org,8475011117.0,Central,FL,B2B,2020-11-19,Active,1,29.0
CUST-0753,Jerry Allen,cheryljohnson@example.org,9400564350.0,South,FL,B2C,2025-11-07,Inactive,0,59.0
CUST-0905,Melissa Lopez,clarkdeborah@example.net,3135996605.0,West,MA,B2C,2021-05-12,Churned,0,66.0
CUST-0164,Sabrina Briggs,curtisscott@example.org,1225039261.0,South,MI,B2B,2023-05-25,Inactive,0,
CUST-0229,Elizabeth Cabrera,mark16@example.net,1931032417.0,East,CO,B2C,2024-07-29,Active,1,67.0
CUST-0865,Jeremy Davidson,moralescourtney@example.com,6448354884.0,West,TX,Guest,2025-11-13,Churned,0,65.0
CUST-0979,Arthur Garrett,,,North,WA,B2C,2021-10-23,Active,1,58.0
CUST-0213,Sarah King,david49@example.net,8788317121.0,North,CA,B2C,2024-10-28,Churned,0,68.0
CUST-0080,Gabrielle Snyder,hunter35@example.com,8811775891.0,West,NC,B2B,2025-08-08,Active,1,73.0
CUST-0149,Michelle Schmitt,michael98@example.org,5752431069.0,North,FL,B2B,2024-01-04,Active,1,66.0
CUST-0303,Rodney Curtis,kevinmorrison@example.net,1895946368.0,West,NY,B2C,2023-04-04,Active,1,25.0
CUST-0389,Ryan Bruce,joelstewart@example.net,1455770171.0,West,GA,B2C,2023-09-18,Active,1,41.0
CUST-0519,Raymond Quinn,dennis88@example.org,9548214565.0,South,NY,B2C,2023-10-01,Active,1,65.0
CUST-0542,Eric Cooper,qfitzgerald@example.org,6639855474.0,South,WA,Guest,2024-07-10,Active,1,33.0
CUST-0890,Scott Solis,marcus01@example.net,3649133424.0,East,AZ,Guest,2025-04-02,Inactive,0,75.0
CUST-0044,Tammy Young,theresacochran@example.com,4849877694.0,East,MA,B2B,2025-09-09,Churned,0,43.0
CUST-0391,Rita Waller,gregory01@example.org,4761539669.0,East,NC,B2C,2022-01-04,Active,1,39.0
CUST-0134,Diana Vaughn,scottsampson@example.com,1697334843.0,East,AZ,B2B,2023-11-18,Inactive,0,55.0
CUST-0716,William Lamb,mitchellchristopher@example.net,9457314415.0,Central,MA,Guest,2025-04-13,Inactive,0,67.0
CUST-0312,David Dixon,seanmyers@example.net,5733343333.0,Central,PA,B2B,2021-04-24,Active,1,23.0
CUST-0491,Michael Lopez,jillwilson@example.org,1935971072.0,West,WA,B2B,2024-03-24,Active,1,53.0
CUST-1000,Stephen Anderson,jamesgray@example.com,7706071748.0,North,TX,B2B,2020-12-19,Inactive,0,29.0
CUST-0697,Timothy Andrews,mwilson@example.com,8096262658.0,South,OH,B2B,2026-02-08,Inactive,0,21.0
CUST-0837,Susan Jones,danny20@example.net,7409150863.0,South,TX,B2C,2023-01-24,Active,1,20.0
CUST-0001,Patrick Sanchez,jillrhodes@example.net,6332181960.0,North,TX,B2B,2025-11-06,Active,1,27.0
CUST-0494,Emily Robinson,,,South,,,2021-01-11,Inactive,0,72.0
CUST-0383,Denise Griffin,,,Central,,,2022-03-28,Active,1,30.0
CUST-0317,Joel Salinas,jacobsandoval@example.com,5143866322.0,West,CO,B2B,2025-03-04,Active,1,30.0
CUST-0766,Joel Smith,pfitzgerald@example.org,1690149542.0,West,CA,B2C,2025-06-10,Active,1,51.0
CUST-0584,Theresa Woods,,2427523083.0,West,AZ,B2B,2026-04-05,Active,1,31.0
CUST-0866,Christopher Black,melaniejennings@example.com,7877221641.0,West,PA,B2C,2025-04-22,Active,1,22.0
CUST-0568,Emily Tucker,anna90@example.com,9546027341.0,East,TN,B2B,2024-10-22,Inactive,0,18.0
CUST-0991,Craig Gonzalez,kristenpeterson@example.net,8873045195.0,West,MA,B2C,2020-11-15,Active,1,75.0
CUST-0429,Jason Smith,wellsdavid@example.org,8873977406.0,South,FL,B2C,2022-03-03,Active,1,45.0
CUST-0173,Maria Jones,grantpaul@example.com,3939828073.0,West,CO,B2C,2020-11-08,Inactive,0,46.0
CUST-0126,Carlos Ryan,alyssa42@example.com,3687339500.0,East,GA,B2C,2023-12-11,Inactive,0,65.0
CUST-0454,Heather Ortiz,benjamincrawford@example.org,9112075452.0,West,TN,Guest,2024-11-10,Active,1,37.0
CUST-0483,Mallory Page,anna99@example.net,2348645183.0,West,OH,B2B,2024-09-11,Churned,0,69.0
CUST-0589,Alison Compton,joseph70@example.org,3956252571.0,East,CA,B2C,2020-10-31,Active,1,70.0
CUST-0171,,hritter@example.net,3240659657.0,East,OH,B2C,2021-02-16,Churned,0,22.0
CUST-0091,Wanda Torres,lynchjody@example.org,7969664160.0,East,NY,B2C,2022-12-09,Active,1,74.0
CUST-0997,Stephen Higgins,melanie32@example.org,4143643813.0,North,CA,B2B,2022-10-29,Active,1,41.0
CUST-0182,Tracy Montoya,moniquewilliams@example.com,1325134125.0,Central,OH,B2C,2024-09-08,Active,1,60.0
CUST-0364,Tyler Johnson,pwalker@example.com,4797573660.0,Central,AZ,B2C,2021-09-08,Inactive,0,22.0
CUST-0275,Christine Herman,kimberly67@example.net,7989334721.0,South,NY,B2C,2026-04-30,Active,1,58.0
CUST-0950,Kimberly Todd,karenshaw@example.org,8288743127.0,North,CO,B2B,2022-01-17,Churned,0,35.0
CUST-0070,Julie Curry,cookemichael@example.net,1606409097.0,South,MI,B2C,2022-07-22,Active,1,63.0
CUST-0292,Ruben Price,patrick21@example.net,4750373145.0,South,CA,B2C,2025-03-17,Active,1,66.0
CUST-0132,Stephen Taylor,vwatson@example.net,8230913075.0,West,NY,B2C,2021-05-25,Active,1,74.0
CUST-0301,Heather Raymond,mwheeler@example.com,8599162473.0,North,IL,B2C,2024-07-12,Active,1,47.0
CUST-0508,Travis Spencer,davidsmith@example.net,9499564122.0,North,FL,B2B,2025-12-03,Active,1,75.0
CUST-0327,Andre Juarez,antonio38@example.com,6780774064.0,Central,FL,B2C,2021-10-31,Active,1,22.0
CUST-0145,Matthew Rich,russellbeasley@example.com,4258713971.0,Central,GA,B2C,2026-05-19,Active,1,55.0
CUST-0486,Antonio Mueller,karenjohnson@example.com,9206345911.0,South,FL,B2C,2022-07-17,Churned,0,21.0
CUST-0844,Jason King,jpowers@example.org,3785138544.0,East,GA,B2C,2025-01-01,Active,1,52.0
CUST-0850,Justin Graham,harrisjoseph@example.org,5275327352.0,East,TX,Guest,2023-01-19,Active,1,19.0
CUST-0136,Daniel Fowler,williamsmatthew@example.org,9473384842.0,North,MI,B2C,2024-04-11,Active,1,57.0
CUST-0468,Krista Gray,christianwallace@example.net,3978897782.0,Central,CA,B2C,2020-11-02,Active,1,72.0
CUST-0165,Peter Jones,kmarshall@example.net,7621850163.0,North,PA,B2C,2025-07-14,Active,1,74.0
CUST-0029,John Hancock,martinaaron@example.com,8088356159.0,East,WA,B2C,2021-10-28,Inactive,0,59.0
CUST-0599,Joshua Rodriguez,jhall@example.net,1950663370.0,North,AZ,B2C,2025-11-22,Active,1,35.0
CUST-0194,Robin Brown,mjohnson@example.org,7162713611.0,North,PA,B2C,2024-06-24,Active,1,46.0
CUST-0446,Jonathan Torres,,9674266299.0,North,NY,B2B,2021-07-04,Active,1,44.0
CUST-0679,Shawn Watson,,,Central,,,2023-12-06,Active,1,42.0
CUST-0585,Kimberly Lopez,,,South,,,2022-05-18,Active,1,57.0
CUST-0170,John Hernandez,hayeslisa@example.com,3264647154.0,South,AZ,B2C,2022-01-04,Active,1,71.0
CUST-0536,Kelly Wood,wolferoy@example.com,3824224124.0,West,WA,B2B,2026-03-08,Active,1,34.0
CUST-0141,Jonathan Dougherty,acostaregina@example.net,8685161227.0,East,TN,B2B,2025-06-17,Active,1,69.0
CUST-0174,Lindsey Hernandez,aguilardonald@example.com,9243426617.0,Central,GA,B2C,2025-12-29,Active,1,34.0
CUST-0007,Dr. Sharon James,xreid@example.org,1588496965.0,South,NC,B2C,2022-11-15,Inactive,0,55.0
CUST-0683,Felicia Small,meyerdonna@example.com,2380214629.0,West,MA,B2B,2025-06-19,Active,1,60.0
CUST-0530,Linda Elliott,johnsjessica@example.com,7454470229.0,West,CA,Guest,2024-10-21,Active,1,48.0
CUST-0693,Joel Jackson,,,West,,,2021-05-15,Churned,0,18.0
CUST-0074,Susan Brooks,charlesvaughn@example.net,7137098593.0,North,WA,B2C,2023-01-24,Churned,0,66.0
CUST-0899,Heather Richards,wilsondorothy@example.org,4669335134.0,South,TN,B2C,2025-03-31,Inactive,0,34.0
CUST-0126,,alyssa42@example.com,3687339500.0,East,GA,B2C,2023-12-11,Inactive,0,70.0
CUST-0239,John Harris,sarah42@example.org,5303070534.0,East,MA,B2C,2025-12-28,Active,1,59.0
CUST-0146,Jennifer Blair,ronald45@example.org,2874064039.0,North,CA,B2C,2023-04-18,Inactive,0,53.0
CUST-0906,Mark Tyler,christophercarrillo@example.org,8039205146.0,North,AZ,B2C,2022-06-20,Churned,0,
CUST-0235,Gloria Gomez,chelsea33@example.com,3191485646.0,West,MI,B2C,2024-04-27,Active,1,64.0
CUST-0221,Taylor Griffith,kathrynjimenez@example.net,7932525002.0,Central,AZ,Guest,2021-10-08,Inactive,0,21.0
CUST-0215,Kristy Bryan,millerstacy@example.net,1270296670.0,West,NY,B2C,2023-04-13,Churned,0,58.0
CUST-0963,Patrick Hart,christopher12@example.net,9015959194.0,East,GA,B2C,2022-10-21,Inactive,0,30.0
CUST-0133,Patrick Moore,fpena@example.net,2283857865.0,South,GA,Guest,2025-01-02,Active,1,51.0
CUST-0570,,maurice61@example.com,1484044566.0,North,GA,B2C,2023-04-04,Churned,0,54.0
CUST-0617,Terri Short,clintonstevens@example.org,8567566184.0,East,AZ,Guest,2020-08-05,Inactive,0,34.0
CUST-0846,Kim Mendez,umichael@example.net,8331942268.0,West,PA,B2C,2022-09-09,Active,1,49.0
CUST-0423,Sharon Nicholson,cameronmckinney@example.com,7883734031.0,South,WA,B2C,2024-07-13,Churned,0,58.0
CUST-0186,Charles Johnson,ihorton@example.net,1278361340.0,East,PA,Guest,2025-12-09,Active,1,43.0
CUST-0042,Jacob Tran,tanderson@example.com,2496631931.0,East,MA,B2C,2025-01-19,Inactive,0,41.0
CUST-0651,Todd Armstrong,meyershannon@example.org,6855716176.0,Central,TN,Guest,2023-01-27,Inactive,0,18.0
CUST-0109,Jill Washington,andrea86@example.com,1251531952.0,East,NC,B2C,2024-07-29,Active,1,69.0
CUST-0717,Diana Anderson,,,West,TX,,2021-01-23,Inactive,0,18.0
CUST-0057,Angel Riggs,gibsonolivia@example.net,4967175655.0,North,MA,B2B,2022-02-07,Active,1,49.0
CUST-0708,Jessica White,carnold@example.com,7313552510.0,East,AZ,B2B,2026-04-29,Active,1,25.0
CUST-0803,,thomassteven@example.net,4872866041.0,West,IL,B2C,2024-10-08,Churned,0,44.0
CUST-0994,Julie Lewis,vnavarro@example.net,4958292361.0,West,TN,B2B,2022-04-22,Active,1,42.0
CUST-0914,Sandra Nunez,laura29@example.org,8964546553.0,East,NC,B2C,2023-09-24,Churned,0,66.0
CUST-0436,Karen Shepard,william28@example.org,6795137116.0,South,IL,Guest,2024-12-16,Active,1,60.0
CUST-0025,Matthew Gomez,uowens@example.org,5315869232.0,South,TN,B2C,2022-01-11,Active,1,48.0
CUST-0480,Victor Waller,iballard@example.com,4319818984.0,West,TN,B2B,2022-07-10,Active,1,54.0
CUST-0583,Aaron Ochoa,mauriceharrison@example.org,9274220912.0,East,TX,B2C,2021-09-25,Active,1,45.0
CUST-0813,,turneralex@example.org,4037583094.0,East,TX,Guest,2025-06-15,Churned,0,
CUST-0671,Mario Wilson,laurenduarte@example.com,8227284765.0,West,CO,B2C,2021-06-01,Active,1,35.0
CUST-0892,Dominique Goodwin,davidhenry@example.com,8509775396.0,West,FL,B2C,2023-09-19,Active,1,23.0
CUST-0984,Samuel Morales,mhall@example.net,3339439457.0,North,WA,B2C,2025-03-02,Active,1,71.0
CUST-0339,Jennifer Donaldson,troymorris@example.com,9829456511.0,Central,WA,B2B,2020-12-12,Inactive,0,58.0
CUST-0052,Mary Martinez,william65@example.com,8774964990.0,Central,AZ,B2B,2023-03-21,Inactive,0,69.0
CUST-0384,Jason Pierce,millerpatrick@example.com,6094353344.0,Central,PA,B2C,2025-12-01,Inactive,0,18.0
CUST-0550,Molly Hansen,,,North,,,2021-03-06,Active,1,73.0
CUST-0887,,longbrittany@example.org,1902608698.0,South,TX,B2B,2026-03-03,Churned,0,32.0
CUST-0674,Alyssa Thompson,martha77@example.org,9756620563.0,East,TX,B2B,2025-04-01,Active,1,30.0
CUST-0982,William Rangel,sedwards@example.org,1463280944.0,East,NC,B2C,2025-05-02,Inactive,0,66.0
CUST-0265,Kirk Griffin,sanchezbradley@example.com,2880199488.0,South,WA,B2C,2022-03-01,Churned,0,64.0
CUST-0573,Margaret Mcfarland,kwelch@example.com,1566684590.0,North,TN,B2B,2021-08-23,Churned,0,54.0
CUST-0756,Mary Hill,danielhernandez@example.com,8087066266.0,Central,NY,B2B,2024-05-11,Active,1,35.0
CUST-0951,Kim Rivers,kristin39@example.com,9209579927.0,North,GA,Guest,2021-06-07,Active,1,30.0
CUST-0445,Michael Sims,jeremywiley@example.com,7626565045.0,East,IL,Guest,2024-12-04,Churned,0,72.0
CUST-0396,Wayne Steele,jeffrey92@example.com,5272386562.0,East,MA,B2C,2023-02-09,Active,1,38.0
CUST-0552,Travis Pratt,nancy94@example.net,3100651207.0,North,IL,B2C,2024-09-09,Active,1,58.0
CUST-0177,Christopher Lewis,ilee@example.org,2714611254.0,East,GA,B2C,2020-07-25,Active,1,59.0
CUST-0019,Rose Spence,davidalvarez@example.net,5990916998.0,East,TN,B2C,2021-02-20,Inactive,0,39.0
CUST-0761,Jaime Walker,drichards@example.com,5483152037.0,West,TX,B2B,2023-12-02,Inactive,0,62.0
CUST-0533,James Anderson,harrismichele@example.net,1274120948.0,Central,TX,B2B,2025-06-07,Active,1,
CUST-0606,Andre Rodriguez,coreyduncan@example.com,1959655553.0,West,OH,B2C,2021-07-07,Churned,0,44.0
CUST-0619,Morgan Cummings,sthompson@example.net,2591266201.0,East,GA,B2B,2025-04-02,Active,1,26.0
CUST-0368,Kimberly Flynn,adamortiz@example.org,3452111751.0,Central,AZ,B2C,2022-01-27,Inactive,0,60.0
CUST-0084,Michael Nelson,jerry35@example.org,1298851656.0,East,MI,B2C,2025-02-02,Active,1,44.0
CUST-0062,Destiny Strickland,rsims@example.com,6658404499.0,West,MA,B2B,2022-07-07,Active,1,63.0
CUST-0500,Austin Santiago,,,Central,,,2024-12-11,Active,1,73.0
CUST-0273,Benjamin Ballard,timothybooth@example.com,6204380571.0,Central,MA,B2C,2025-07-16,Active,1,62.0
CUST-0286,Angela Chung,scunningham@example.org,2878141413.0,Central,GA,Guest,2022-09-07,Active,1,67.0
CUST-0361,Austin Joseph,crawfordwilliam@example.org,7205664742.0,South,TX,B2B,2024-01-23,Active,1,55.0
CUST-0355,Pamela Henderson,imiller@example.net,1992069804.0,North,IL,B2B,2025-10-03,Inactive,0,28.0
CUST-0939,Michael Powell,,,North,,,2024-03-16,Inactive,0,46.0
CUST-0279,Roy Porter,jonathan77@example.com,7739930561.0,West,IL,B2C,2022-05-14,Active,1,73.0
CUST-0013,Anthony Rodriguez,laurahenderson@example.org,3031051834.0,West,FL,B2C,2024-08-10,Inactive,0,26.0
CUST-0183,Ashley Singleton,mitchellkathryn@example.com,4782827422.0,East,MA,B2C,2023-07-27,Active,1,75.0
CUST-0369,Ryan Wiley,aaron64@example.org,8025922220.0,West,IL,B2C,2025-01-06,Inactive,0,67.0
CUST-0637,Alison Wright,,,East,,,2025-03-06,Active,1,61.0
CUST-0656,Steven Huang,udavis@example.net,1469450053.0,South,IL,Guest,2021-12-06,Active,1,46.0
CUST-0224,Holly Morales,michaelroberts@example.com,3725135521.0,East,GA,B2B,2023-07-10,Active,1,31.0
CUST-0741,Nathan Watkins,,,West,,,2020-09-17,Active,1,46.0
CUST-0744,Sheila Herrera,sandyjohnson@example.org,3225957244.0,West,TX,Guest,2024-04-23,Active,1,19.0
CUST-0721,Carol Lane,brian41@example.org,1266343629.0,Central,MI,B2C,2024-02-26,Active,1,51.0
CUST-0582,Karen Perez,ramosmichael@example.com,8360041257.0,West,GA,B2B,2023-01-17,Active,1,21.0
CUST-0487,Megan Hoffman,juliahoffman@example.org,8577242954.0,South,TX,B2C,2021-04-13,Active,1,35.0
CUST-0543,Michael Martin,,,Central,,,2022-05-13,Active,1,23.0
CUST-0466,Ronald Mcclain,smithsarah@example.net,5477848588.0,North,CO,B2B,2023-09-07,Active,1,56.0
CUST-0622,Tanya Walters,,,East,,,2025-12-18,Churned,0,70.0
CUST-0496,Lisa Wells,wilsonmichael@example.org,5203207427.0,West,TX,Guest,2022-04-08,Churned,0,69.0
CUST-0821,Melissa Randall,,,Central,,,2025-07-08,Inactive,0,58.0
CUST-0668,Anthony Duncan,webbhaley@example.net,5135030587.0,South,TN,B2B,2026-04-30,Churned,0,60.0
CUST-0457,Anthony Li,phelpsmichael@example.net,1211939325.0,North,NY,B2C,2022-12-05,Churned,0,19.0
CUST-0394,Shannon Yu,janet69@example.org,7494651909.0,Central,OH,B2C,2021-05-09,Churned,0,71.0
CUST-0676,Megan Peters,clarkgina@example.com,3990970051.0,East,CA,Guest,2022-12-16,Inactive,0,58.0
CUST-0714,Taylor Berry,,4135800401.0,North,IL,B2B,2024-05-25,Active,1,29.0
CUST-0376,Michael Mckenzie,lewismelissa@example.org,9729343010.0,West,WA,B2C,2021-03-06,Inactive,0,59.0
